TOTAL_STIMULUS_REC: 423
NLP_parse_percentage_in_AF: 3.78451e-08
Logged_at: 08:00:00:000
Atom(uuid), Atom(name), EnteredAt, LastSeenAt, STI, DurationInAF, IsNLPParseOutput, DirectSTI, GainFromSpreading
8788914505697645559, $noun, 21:47:46:730, 21:47:46:900, 0.878756, 0.170603, 1,  - , 4.35874
8833705870579330597, $word, 21:47:46:900, 21:47:47:006, 0.273736, 0.105969, 1,  - , 2.52912
8857691086810586113, adv, 21:47:46:055, 21:48:01:067, 103.809, 15.012, 0,  - , 71.8019
8890306460026037585, hydraulic@1b6621f9-b8b9-4f47-88f0-01e4785cda38, 21:47:56:975, 21:47:57:943, 34.2623, 0.968119, 0,  - , 8.6521
8916606252206375509, ,@4b408385-1efd-4b7c-a5cf-38f616a82553, 21:47:49:557, 21:47:57:943, 17.6593, 8.38629, 0,  - , 3
8937874432298559375, pronoun, 21:47:46:055, 21:48:01:067, 128.975, 15.012, 0,  - , 56.2534
9024136142156943817, no, 21:47:46:362, 21:48:01:067, 85.2793, 14.7058, 0, 600, 2
9144999005992859468, them, 21:47:46:362, 21:48:01:067, 816.972, 14.7058, 0, 600, 9
9154915545215880102, most@28c48dda-dd9d-41aa-ba60-eb592489829f, 21:47:47:436, 21:48:01:067, 175.936, 13.6315, 0,  - , 10.1521
9206524361168938702, LEFT-WALL@sentence@9305f11c-aa57-484c-9003-0cae03dac3cd_parse_0, 21:47:47:645, 21:48:01:067, 71.9325, 13.422, 0,  - , 46.7874
9217807226251126485, most, 21:47:46:626, 21:47:51:035, 7.04475, 4.40876, 1,  - , 11.2313
9218915533971878199, most, 21:47:46:055, 21:48:01:067, 530.548, 15.012, 0, 4800, 20.4782
9225785682697182129, ReferenceLink[(ReferenceLink (stv 1.000000 1.000000)  (WordInstanceNode "most@8c22c6e1-c8a6-4c66-af32-2c0245944a8a")  (WordNode "most"))], 21:47:51:259, 21:48:01:067, 43.0566, 9.80884, 0,  - , 51.9013
9226485163831981140, AsymmetricHebbianLink[(AsymmetricHebbianLink (stv 0.500000 0.100000)  (WordNode "woodlice")  (WordNode "most"))], 21:47:46:055, 21:47:46:626, 0, 0.570883, 0,  - ,  - 
9274463414663458626, InheritanceLink[(InheritanceLink (stv 1.000000 1.000000)  (WordInstanceNode "distinguished@693d25da-9894-4429-8631-809aa1ebe75b")  (DefinedLinguisticConceptNode "present_future"))], 21:47:54:576, 21:48:01:067, 46.8034, 6.49117, 0,  - , 24.6235
9274857318574741086, PartOfSpeechLink[(PartOfSpeechLink (stv 1.000000 1.000000)  (WordInstanceNode ",@206053ec-6cdb-46d9-b7a2-94257d63231e")  (DefinedLinguisticConceptNode "punctuation"))], 21:47:46:055, 21:48:01:067, 207.073, 15.012, 0,  - , 163.784
9275391306187479401, TypedVariableLink[(TypedVariableLink  (VariableNode "$var1")  (TypeNode "WordInstanceNode"))], 21:47:46:259, 21:47:47:540, 3.51036, 1.28108, 1,  - , 1.2827
9281067785009846956, EvaluationLink[(EvaluationLink  (LinkGrammarRelationshipNode "Qw")  (ListLink    (VariableNode "$wall-inst")    (VariableNode "$wh-word-inst")  ))], 21:47:46:055, 21:48:01:067, 70.655, 15.012, 1,  - , 22.8753
9286132611951116983, EvaluationLink[(EvaluationLink (stv 1.000000 1.000000)  (DefinedLinguisticRelationshipNode "_subj")  (ListLink    (WordInstanceNode "extend@f3fa7d93-8f21-4f25-9e58-2d493082701b")    (WordInstanceNode "spiders@f9400ea4-b5db-43ef-bbe7-309643d4818e")  ))], 21:47:46:522, 21:48:01:067, 62.0228, 14.545, 0,  - , 6.36255
9292545610348359648, WordInstanceLink[(WordInstanceLink (stv 1.000000 1.000000)  (WordInstanceNode "and@ef3f11cf-fb46-457b-9a1f-ad5ecd75c7f7")  (ParseNode "sentence@9305f11c-aa57-484c-9003-0cae03dac3cd_parse_0"))], 21:47:51:259, 21:48:01:067, 57.6786, 9.80884, 0,  - , 3.2207
9306313300375690017, ParseLink[(ParseLink (stv 1.000000 1.000000)  (ParseNode "sentence@ddc16de1-2252-4727-b41e-de1224337112_parse_0")  (SentenceNode "sentence@ddc16de1-2252-4727-b41e-de1224337112"))], 21:47:46:055, 21:48:01:067, 234.989, 15.012, 0,  - , 108.11
9333703174067056481, ReferenceLink[(ReferenceLink (stv 1.000000 1.000000)  (WordInstanceNode ".@9d5c65e0-e9e8-41de-b224-90ece1d9d404")  (WordNode "."))], 21:47:48:823, 21:47:55:697, 26.2075, 6.87464, 0,  - , 23.6476
9337597438130360629, TypedVariableLink[(TypedVariableLink  (VariableNode "$N1")  (TypeNode "WordInstanceNode"))], 21:47:46:259, 21:47:47:540, 3.50064, 1.28108, 1,  - , 1.2827
9345218975692994796, InheritanceLink[(InheritanceLink (stv 1.000000 1.000000)  (WordInstanceNode "their@9fddc785-91ff-4c3a-9627-6d2fdbf171b0")  (DefinedLinguisticConceptNode "pronoun"))], 21:47:49:451, 21:47:58:070, 35.6251, 8.61835, 0,  - , 16.7449
9349206311395390995, WordInstanceLink[(WordInstanceLink (stv 1.000000 1.000000)  (WordInstanceNode "instead@e966a75c-e43e-4082-9590-e71fe8811d3a")  (ParseNode "sentence@9305f11c-aa57-484c-9003-0cae03dac3cd_parse_0"))], 21:47:51:259, 21:48:01:067, 45.0578, 9.80884, 0,  - , 1.58504
9350014860163665244, StateLink[(StateLink  (ConceptNode "LOCAL_FAR_LINK_RATIO")  (NumberNode "10.000000"))], 21:47:46:362, 21:48:01:067, 72.0244, 14.7058, 1,  - , 16.1357
9386804970624630833, LemmaLink[(LemmaLink (stv 1.000000 1.000000)  (WordInstanceNode ",@e1d3389c-7efd-42ac-9b39-d8fc7615c229")  (WordNode ","))], 21:47:48:930, 21:47:53:640, 26.9976, 4.71014, 0,  - , 26.2576
9393853849729119808, LemmaLink[(LemmaLink (stv 1.000000 1.000000)  (WordInstanceNode ".@248bf823-71ec-4218-b59f-89623ac83bd1")  (WordNode "."))], 21:47:48:823, 21:47:55:697, 25.3853, 6.87464, 0,  - , 23.6487
9402934614495727661, ExecutionLink[(ExecutionLink  (DefinedSchemaNode "svo")  (NumberNode "0.000000")  (ConceptNode "dummy-source")  (InheritanceLink (stv 1.000000 1.000000)    (ConceptNode "woodlice@93d827e4-7cb4-4285-9042-81c2b7de3694")    (ConceptNode "woodlouse")  ))], 21:47:46:362, 21:47:48:137, 8.75447, 1.77499, 0,  - , 1.01293
9416030684483090821, InheritanceLink[(InheritanceLink (stv 1.000000 1.000000)  (WordInstanceNode "woodlice@93d827e4-7cb4-4285-9042-81c2b7de3694")  (DefinedLinguisticConceptNode "plural"))], 21:47:46:055, 21:48:01:067, 196.192, 15.012, 0,  - , 2.09808
9420379366726164559, ReferenceLink[(ReferenceLink (stv 1.000000 1.000000)  (WordInstanceNode ".@d40bf38c-e4ac-4a48-b177-9067d6f4b53c")  (WordNode "."))], 21:47:48:823, 21:47:55:819, 26.2075, 6.99646, 0,  - , 23.8449
9425570857816140729, InheritanceLink[(InheritanceLink (stv 1.000000 1.000000)  (WordInstanceNode "extend@f3fa7d93-8f21-4f25-9e58-2d493082701b")  (DefinedLinguisticConceptNode "present"))], 21:47:51:259, 21:48:01:067, 35.5525, 9.80883, 0,  - , 0.690158
9430760370277689396, WordSequenceLink[(WordSequenceLink (stv 1.000000 1.000000)  (WordInstanceNode "pressure@ebb389f2-b5bd-443f-a43f-f8a3cb8baeb1")  (NumberNode "31.000000"))], 21:47:51:259, 21:48:01:067, 118.153, 9.80883, 0,  - , 0.769232
9446594450975682008, WordSequenceLink[(WordSequenceLink (stv 1.000000 1.000000)  (WordInstanceNode "their@5f15a74b-a8e0-4cea-ae48-1db4f8c18561")  (NumberNode "23.000000"))], 21:47:51:259, 21:48:01:067, 60.27, 9.80883, 0,  - , 1.13058
9449145016083036614, TypedVariableLink[(TypedVariableLink  (VariableNode "$verb2")  (TypeNode "WordInstanceNode"))], 21:47:46:259, 21:47:47:540, 3.23686, 1.28108, 1,  - , 1.44027
9450280112763609933, SimilarityLink[(SimilarityLink (stv 0.000000 1.000000)  (WordNode "dichlorvos")  (WordNode "spiders"))], 21:47:47:719, 21:47:47:929, 2.97394, 0.210008, 1,  - , 0.127016
9452249172367384528, VariableList[(VariableList  (TypedVariableLink    (VariableNode "$a-parse")    (TypeNode "ParseNode")  )  (TypedVariableLink    (VariableNode "$noun")    (TypeNode "WordInstanceNode")  )  (TypedVariableLink    (VariableNode "$adj")    (TypeNode "WordInstanceNode")  ))], 21:47:46:900, 21:47:47:006, 0.246362, 0.105968, 1,  - , 2.08199
9472879416553523665, ExecutionLink[(ExecutionLink  (DefinedSchemaNode "advmod")  (NumberNode "0.000000")  (ConceptNode "dummy-source")  (ReferenceLink    (ConceptNode "however@51a2f683-8ccd-4b27-a1c6-5401438b13ed" (stv 0.000383 0.001186))    (WordInstanceNode "however@51a2f683-8ccd-4b27-a1c6-5401438b13ed")  ))], 21:47:46:055, 21:48:01:067, 57.3055, 15.012, 0,  - , 25.3584
9474824548757653205, LemmaLink[(LemmaLink (stv 1.000000 1.000000)  (WordInstanceNode ",@0328eca8-14aa-4d16-86ab-612813aa433a")  (WordNode ","))], 21:47:48:930, 21:47:53:748, 26.3149, 4.81869, 0,  - , 26.6686
9479060013734521818, PartOfSpeechLink[(PartOfSpeechLink (stv 1.000000 1.000000)  (WordInstanceNode "spiders@f9400ea4-b5db-43ef-bbe7-309643d4818e")  (DefinedLinguisticConceptNode "noun"))], 21:47:46:451, 21:48:01:067, 37.8941, 14.6168, 0,  - , 10.7885
9484167650446782625, LemmaLink[(LemmaLink (stv 1.000000 1.000000)  (WordInstanceNode "have@33672ecb-d0ae-4e83-993c-af5b22df4c1b")  (WordNode "have"))], 21:47:49:033, 21:47:51:035, 23.1835, 2.00182, 0,  - , 16.7098
9487983373784731465, ListLink[(ListLink  (VariableNode "$verb1")  (VariableNode "$subj"))], 21:47:46:900, 21:47:47:436, 2.1609, 0.535534, 1,  - , 2.38632
9510098222324544329, AsymmetricHebbianLink[(AsymmetricHebbianLink (stv 0.500000 0.100000)  (LemmaLink (stv 1.000000 1.000000)    (WordInstanceNode "most@171c5799-b7ff-4d32-9341-31dfcba0629b")    (WordNode "most")  )  (WordNode "woodlice"))], 21:47:46:055, 21:47:46:795, 0, 0.739248, 0,  - ,  - 
9517378511248192432, LemmaLink[(LemmaLink (stv 1.000000 1.000000)  (WordInstanceNode "can@84632784-2456-4790-9e13-b7f170bba1af")  (WordNode "can"))], 21:47:47:645, 21:47:53:865, 24.5444, 6.2192, 0,  - , 32.1747
9518965992876767573, ReferenceLink[(ReferenceLink (stv 1.000000 1.000000)  (WordInstanceNode ".@5d9e6ab9-b76b-4cda-adcf-de7ebfd12171")  (WordNode "."))], 21:47:48:823, 21:47:53:925, 20.6849, 5.10256, 0,  - , 23.6427
9520138640797037825, ReferenceLink[(ReferenceLink (stv 1.000000 1.000000)  (WordInstanceNode "have@523a7e39-11cd-4856-b476-28efb863d311")  (WordNode "have"))], 21:47:49:033, 21:47:51:035, 23.7728, 2.00181, 0,  - , 16.6197
9525560610290669293, TypedVariableLink[(TypedVariableLink  (VariableNode "$rel")  (TypeNode "WordInstanceNode"))], 21:47:46:259, 21:47:47:540, 3.48084, 1.28108, 1,  - , 1.49937
9527328317659442376, AsymmetricHebbianLink[(AsymmetricHebbianLink (stv 0.500000 0.100000)  (WordNode "###LEFT-WALL###")  (WordNode "most"))], 21:47:46:055, 21:47:46:451, 0, 0.395228, 0,  - ,  - 
9527817248866103121, VariableList[(VariableList  (TypedVariableLink    (VariableNode "$a-parse")    (TypeNode "ParseNode")  )  (TypedVariableLink    (VariableNode "$subj")    (TypeNode "WordInstanceNode")  )  (TypedVariableLink    (VariableNode "$prep")    (TypeNode "WordInstanceNode")  )  (TypedVariableLink    (VariableNode "$obj")    (TypeNode "WordInstanceNode")  ))], 21:47:46:900, 21:47:47:006, 0.280982, 0.105968, 1,  - , 2.13583
9533758770855627001, PartOfSpeechLink[(PartOfSpeechLink (stv 1.000000 1.000000)  (WordInstanceNode ".@08b8ae94-5690-4cce-a629-303a3e6fecf7")  (DefinedLinguisticConceptNode "punctuation"))], 21:47:49:033, 21:47:49:345, 16.5388, 0.311767, 0,  - , 8.86635
9568444893764809104, ReferenceLink[(ReferenceLink (stv 1.000000 1.000000)  (WordInstanceNode "LEFT-WALL@sentence@4d574e98-d30e-4aa9-997e-3c2d84b7bb04_parse_0")  (WordNode "###LEFT-WALL###"))], 21:47:47:330, 21:47:56:496, 28.1679, 9.16588, 0,  - , 76.4284
9592189750897408171, ListLink[(ListLink  (WordNode "woodlouse")  (WordInstanceNode "woodlouse@e94e6672-d322-4059-8d59-5f76d7d63465")  (WordNode "be")  (WordInstanceNode "is@0f372b9e-8358-4ec8-9f58-e905dae093c8")  (WordNode "crustacean")  (WordInstanceNode "crustacean@fab17ba4-c662-49de-a9e3-5a50e7c62fa1"))], 21:47:51:603, 21:48:01:067, 69.2118, 9.46486, 0,  - , 36.0055
9596663897541220777, PartOfSpeechLink[(PartOfSpeechLink (stv 1.000000 1.000000)  (WordInstanceNode "no@bfd19bfd-0233-4167-8c65-eef1fa82d64a")  (DefinedLinguisticConceptNode "adj"))], 21:47:46:522, 21:48:01:067, 38.8626, 14.545, 0,  - , 11.7878
9612996871228402833, WordInstanceLink[(WordInstanceLink (stv 1.000000 1.000000)  (WordInstanceNode "their@5f15a74b-a8e0-4cea-ae48-1db4f8c18561")  (ParseNode "sentence@9305f11c-aa57-484c-9003-0cae03dac3cd_parse_0"))], 21:47:51:149, 21:48:01:067, 60.2589, 9.91893, 0,  - , 1.17406
